0,0.066,-2.016,-3.076,-0.150,1.834,1.667,-0.423,2.513,-2.360,0.893,-1.430,-1.107,0.072,-0.022,-0.017,0.028,0.072,0.018,0.028,0.055,0.063,0.020,-0.052,-0.019,0.016
0,-0.669,-0.551,-1.096,0.631,1.472,0.589,-1.038,0.523,-0.895,0.498,0.146,-0.928,0.003,-0.006,0.006,0.018,0.020,-0.008,-0.023,-0.007,-0.036,-0.027,0.006,-0.013,-0.000
0,-0.004,-0.199,-0.479,0.653,0.188,0.131,0.064,0.566,-1.268,1.125,-0.803,-0.762,-0.017,-0.013,-0.012,-0.005,-0.039,-0.015,-0.024,0.025,-0.054,0.022,0.018,0.022,-0.006
0,-1.086,-0.868,-0.185,0.987,0.504,-0.068,0.818,0.721,-1.151,0.671,-0.929,0.539,0.021,0.028,0.028,-0.003,-0.011,0.003,-0.021,-0.008,0.000,-0.057,-0.004,0.018,-0.002
0,-0.749,-0.379,-1.163,0.554,0.914,0.093,-0.538,-0.157,0.179,-0.141,0.322,-1.771,-0.016,-0.044,-0.058,0.028,0.019,0.013,0.061,-0.003,0.009,0.011,-0.003,-0.067,0.025
0,0.119,-0.045,-0.793,-0.189,1.638,0.437,-1.083,-0.158,0.347,0.299,-0.303,-0.741,0.005,-0.001,-0.024,-0.053,-0.054,0.022,0.024,-0.002,-0.011,-0.027,-0.029,-0.034,-0.001
0,-1.267,-0.801,0.952,1.057,0.301,-0.066,0.437,-0.130,0.691,0.286,-0.159,1.332,-0.033,-0.031,-0.075,-0.054,-0.028,-0.015,-0.022,0.043,0.023,-0.028,-0.055,-0.042,-0.010
0,-0.631,-0.083,-1.339,-0.671,-0.401,-0.017,-1.276,-0.559,-0.258,-2.154,-0.394,-0.181,0.010,0.017,0.037,0.029,0.004,-0.000,-0.025,0.006,-0.028,0.011,-0.021,-0.067,-0.008
0,-0.439,0.258,0.289,-0.131,-0.226,0.402,-0.266,0.543,-0.680,0.820,-0.873,0.584,-0.024,-0.013,-0.013,-0.017,0.004,-0.022,-0.037,-0.054,-0.001,-0.008,-0.021,-0.010,-0.007
0,0.487,-0.587,-1.422,0.536,1.382,0.782,-1.261,0.063,-0.386,1.187,-0.754,-1.068,-0.018,-0.076,-0.094,-0.015,0.066,0.011,-0.067,-0.051,0.023,-0.003,-0.033,-0.067,0.004
0,-0.008,-0.139,-1.012,-0.250,-0.045,0.377,-0.151,-0.534,0.379,0.213,-0.037,0.460,-0.002,-0.023,-0.010,0.018,-0.003,0.011,0.053,0.073,0.042,-0.021,-0.024,0.004,0.001
0,-0.858,-0.192,-0.116,-0.310,0.024,0.804,0.368,0.063,0.429,-0.330,0.478,0.931,0.005,0.014,0.004,0.025,-0.016,-0.039,-0.070,-0.054,0.026,0.018,-0.035,-0.073,0.000
0,1.122,-1.210,-1.123,0.820,2.255,0.478,0.379,1.215,0.938,-0.467,-0.409,-0.924,-0.000,0.035,0.025,0.059,0.060,-0.015,0.054,0.055,0.041,0.049,0.017,-0.003,0.001
0,-0.781,0.470,0.512,0.521,-0.219,-0.147,-0.768,-0.313,0.674,-0.964,0.498,0.861,-0.032,0.032,0.038,-0.009,0.028,0.053,-0.005,-0.010,-0.030,0.006,0.012,-0.005,-0.006
0,0.577,-0.187,-2.026,-0.532,0.833,1.539,-2.168,-0.844,-0.061,0.956,1.133,-0.781,-0.029,-0.055,-0.101,-0.078,0.000,0.023,0.005,0.007,-0.030,0.068,-0.035,-0.030,-0.013
0,-0.242,0.903,-0.209,-0.951,0.081,1.474,0.518,-1.593,-1.328,0.917,1.854,0.071,0.018,0.018,0.011,0.013,0.055,0.054,0.036,0.046,0.041,-0.035,-0.009,-0.022,0.000
0,-0.944,-0.363,-0.104,-0.882,-1.096,-0.763,-0.546,-0.143,-1.543,1.074,0.725,-1.142,-0.006,-0.056,-0.082,-0.069,-0.052,0.026,0.011,0.017,0.033,0.002,-0.003,0.013,-0.008
0,-0.571,0.500,-0.367,-0.048,-0.817,-0.290,0.172,-0.337,-1.412,1.729,-0.318,0.086,-0.001,-0.021,0.029,0.012,-0.038,-0.004,-0.019,-0.014,-0.020,-0.040,-0.000,0.019,-0.003
0,-1.161,0.052,-0.235,-0.168,-0.182,-0.082,1.785,-0.408,-0.279,0.469,-0.184,1.017,0.011,-0.004,0.007,0.015,-0.030,-0.010,-0.002,0.017,0.035,0.030,0.042,0.009,-0.002
0,0.882,-0.775,-1.184,-0.076,-0.697,-0.745,-1.461,0.134,0.414,-1.204,-2.917,-0.344,0.005,0.015,0.034,0.027,-0.005,-0.048,-0.017,0.009,-0.063,-0.065,-0.023,-0.004,0.003
0,1.030,-0.936,-1.207,0.010,1.724,0.143,-2.021,0.544,-0.286,0.391,-1.522,-1.734,0.001,-0.023,-0.033,-0.007,-0.018,-0.011,-0.003,0.034,0.007,-0.057,-0.032,-0.010,0.000
0,0.109,-0.191,-0.193,-0.105,-1.348,-0.757,0.115,1.435,-0.414,-0.564,0.151,-1.548,-0.017,-0.004,0.006,0.019,0.015,0.015,0.013,0.001,0.004,0.058,0.037,0.016,0.001
